market,timeframe,variant_id,bars,trades,mean_profit_ratio,win_rate,net_return_R
ES/USD,1d,bull_risk_on_pullback,746,7,0.017641706138837147,0.7142857142857143,0.12349194297186002
ES/USD,1d,bull_crypto_carry,746,0,0.0,0.0,0.0
ES/USD,1d,bear_risk_off_short,746,11,0.0004391214069316913,0.5454545454545454,0.004830335476248605
ES/USD,1d,bear_failed_rally_short,746,0,0.0,0.0,0.0
ES/USD,1d,bear_defensive_long,746,0,0.0,0.0,0.0
ES/USD,1d,sideways_range_reversion,746,19,-0.0034363085292313596,0.3684210526315789,-0.06528986205539583
ES/USD,1d,sideways_breakout_failure,746,0,0.0,0.0,0.0
ES/USD,1d,sideways_compression_carry,746,24,0.0012215496254621603,0.5416666666666666,0.02931719101109185
ES/USD,1d,crisis_tail_short,746,0,0.0,0.0,0.0
ES/USD,1d,crisis_defensive_long,746,0,0.0,0.0,0.0
ES/USD,1d,crisis_panic_reversal,746,1,-0.0035879870723824585,0.0,-0.0035879870723824585
AAPL/USD,1d,bull_risk_on_momentum_fast,744,68,0.003883488455775443,0.5441176470588235,0.2640772149927301
AAPL/USD,1d,bull_risk_on_pullback,744,3,0.03430651069873925,0.6666666666666666,0.10291953209621775
AAPL/USD,1d,bull_crypto_carry,744,0,0.0,0.0,0.0
AAPL/USD,1d,bear_risk_off_short,744,9,-0.01809804727241734,0.3333333333333333,-0.16288242545175607
AAPL/USD,1d,bear_failed_rally_short,744,0,0.0,0.0,0.0
AAPL/USD,1d,bear_defensive_long,744,0,0.0,0.0,0.0
AAPL/USD,1d,sideways_range_reversion,744,15,-0.005045503215988127,0.4,-0.07568254823982191
AAPL/USD,1d,sideways_breakout_failure,744,0,0.0,0.0,0.0
AAPL/USD,1d,sideways_compression_carry,744,21,-0.014109522818036926,0.47619047619047616,-0.29629997917877543
AAPL/USD,1d,crisis_tail_short,744,0,0.0,0.0,0.0
AAPL/USD,1d,crisis_defensive_long,744,0,0.0,0.0,0.0
AAPL/USD,1d,crisis_panic_reversal,744,0,0.0,0.0,0.0
BTCY/USD,1d,bull_risk_on_momentum_fast,1032,83,0.002757147631905209,0.42168674698795183,0.22884325344813233
BTCY/USD,1d,bull_risk_on_pullback,1032,7,0.016055124589389826,0.5714285714285714,0.11238587212572877
BTCY/USD,1d,bull_crypto_carry,1032,61,0.006307527340765864,0.4918032786885246,0.3847591677867177
BTCY/USD,1d,bear_risk_off_short,1032,12,-0.028118099687624052,0.4166666666666667,-0.33741719625148864
BTCY/USD,1d,bear_failed_rally_short,1032,1,-0.033584655196050875,0.0,-0.033584655196050875
BTCY/USD,1d,bear_defensive_long,1032,0,0.0,0.0,0.0
BTCY/USD,1d,sideways_range_reversion,1032,17,-0.0069482236873823705,0.4117647058823529,-0.1181198026855003
BTCY/USD,1d,sideways_breakout_failure,1032,0,0.0,0.0,0.0
BTCY/USD,1d,sideways_compression_carry,1032,23,-0.005936666622924114,0.30434782608695654,-0.13654333232725463
BTCY/USD,1d,crisis_tail_short,1032,1,-0.0833000465834562,0.0,-0.0833000465834562
BTCY/USD,1d,crisis_defensive_long,1032,0,0.0,0.0,0.0
BTCY/USD,1d,crisis_panic_reversal,1032,1,0.12261073402413018,1.0,0.12261073402413018
EUR/USD,1d,bull_risk_on_momentum_fast,757,0,0.0,0.0,0.0
EUR/USD,1d,bull_risk_on_pullback,757,0,0.0,0.0,0.0
EUR/USD,1d,bull_crypto_carry,757,0,0.0,0.0,0.0
EUR/USD,1d,bear_risk_off_short,757,0,0.0,0.0,0.0
EUR/USD,1d,bear_failed_rally_short,757,0,0.0,0.0,0.0
EUR/USD,1d,bear_defensive_long,757,7,0.011487522762843923,0.7142857142857143,0.08041265933990746
EUR/USD,1d,sideways_range_reversion,757,18,0.0026212826494257705,0.7222222222222222,0.047183087689663866
EUR/USD,1d,sideways_breakout_failure,757,0,0.0,0.0,0.0
EUR/USD,1d,sideways_compression_carry,757,0,0.0,0.0,0.0
EUR/USD,1d,crisis_tail_short,757,0,0.0,0.0,0.0
EUR/USD,1d,crisis_defensive_long,757,1,-0.01745596374059617,0.0,-0.01745596374059617
EUR/USD,1d,crisis_panic_reversal,757,0,0.0,0.0,0.0
